"HCF","OBS_TOMBO"
1387,
1388,
1389,
1390,
1391,Det. por J. Cordeiro & E. Barboza em 2005 como Campomanesia pubescens.
1392,
1393,
1394,
1395,Det. por J.Cordeiro & E.Barbosa em VIII/2005 como pertencente a Mimosaceae
1396,
1397,det como V. peduncularis var. clitorioides por J. Cordeiro e E. Barboza XI/04
1398,
1399,
1400,
1401,
1402,
1403,
1404,unicata
1405,
1406,Det. por M.G. Caxambu em 22/IX/2004 como pertencente a Caesalpinaceae
1407,
1408,
1409,
1410,
1411,
1412,
1413,
1414,
1415,
1416,
1417,
1418,
1419,Det. por M.G. Caxambu em 27/IX/2004 como D. tuberosa
1420,Det. por M.G. Caxambu como pertencente a Cochlospermaceae
1421,
1422,
1423,
1424,
1425,
1426,
1427,
1428,Identificado em V/2005 como P. mosenii pelos mesmos identificadores
1429,
1430,unicata
1431,
1432,
1433,
1434,Det. por M.G. Caxambu em 07/X/2004 como Hexaclamys edulis
1435,
1436,det. por M.G. Caxambu em 07/X/2004 como C. heterodoxus
1437,Det. J. Cordeiro & E. Barboza em I/2005 como Stizophyllum perforatum
1438,
1439,
1440,Det. por J.Cordeiro & E.Barbosa em V/2005 como pertencente a Mimosaceae
1441,
1442,
1443,duplicata
1444,Det. por M.G.Caxambu em 15/X/2004 como pertencente a Mimosaceae
1445,
1446,
1447,
1448,
1449,Det. por J. Cordeiro & E. Barboza em V/2005 como Julocroton humilis
1450,
1451,
1452,
1453,
1454,
1455,
1456,
1457,
1458,
1459,
1460,
1461,
1462,
1463,Det. por J.Cordeiro e & Barbosa em 2005 como Manihot sp.
1464,
1465,
1466,Det. por J.Cordeiro & E.Barboza em I/2005 como Sinningia allagophylla
1467,Det. por J.Cordeiro & E.Barbosa em I/2005 como W. douradinha
1468,duplicata
1469,unicata
1470,Det. por J. Cordeiro & E. Brabosa em I/2005 como I. polymorpha
1471,Det. por M.G. Caxambu como J. decurrens em 14/XI/2004
1472,Det. por M.G. Caxambu em 14/XI/2004 como pertencente a Cochlospermaceae
1473,
1474,Det. por A.E. Bianek em 08/XII/2004 como Platyaechmea distichantha
1475,unicata
1476,unicata
1477,
1478,
1479,
1480,unicata
1481,
1482,
1483,
1484,
1485,
1486,
1487,
1488,
1489,
1490,
1491,
1492,Det. por J. Cordeiro & E. Barbosa em I/2005 como Arrabidaea chica var cuprea
1493,anterior// det. por J. Cordeiro & E. Barboza como Oncidium riograndense I/2005
1494,
1495,Det. por J.Cordeiro & E.Barbosa em I/2005 como pertencente a Mimosaceae
1496,
1497,Det. por M.G. Caxambu em 08/XII/2004 como Phoradendron crassifolium
1498,
1499,
1500,
1501,
1502,
1503,
1504,
1505,Det. por J. Cordeiro & E. Barboza em I/2005 como Rudgea jasminoides
1506,
1507,Det. por J.Cordeiro & E. Barboza em I/2005 como Arrabidaea pulchella
1508,Det. por M.G. Caxambu como N. grandiflora em 06/XII/2004/ O.elegans em VI/2010
1509,
1510,
1511,Det. por M.G. Caxambu em 11/II/2005 como Macfadyena unguis-cati
1512,
1513,Det. por J. Cordeiro & E. Barboza em I/2005 como Bauhinia glabra
1514,Det. por M.G. Caxambu em 11/II/2005 como Arrabidaea chica var. cuprea
1515,
1516,
1517,Det. por M.G. Caxambu em 05/XII/2004 como Mandevilla velutina
1518,
1519,Det. por M.G. Caxambu em 06/XII/2004 como Sebastiania hispida
1520,Det. por M.G. Caxambu em 06/XII/2004 como Myrcia rostrata
1521,
1522,Det. por J. Cordeiro & E. Barboza em I/2005 como Arrabidaea samynoides
1523,
1524,
1525,duplicata
1526,Det. por J. Cordeiro & E. Barbosa em I/2005 como T. meridionalis
1527,
1528,
1529,
1530,
1531,
1532,
1533,
1534,
1535,unicata
1536,
1537,
1538,
1539,
1540,duplicata
1541,
1542,
1543,Det. por J.Cordeiro & E. Barboza em I/2005 como S. densiflorum
1544,
1545,nov. comb. de Borreria
1546,"Det. por O.S. Ribas como pertencente a Mimosaceae, em I/2005"
1547,
1548,Det. por M.G. Caxambu em 06/XII/2004 como pertencente a Caesalpinaceae
1549,
1550,
1551,
1552,
1553,
1554,
1555,
1556,
1557,
1558,
1559,
1560,Det. por J.Cordeiro & E.Barbosa em I/2005 como E. canaliculatum
1561,
1562,
1563,
1564,
1565,
1566,
1567,
1568,
1569,Duplicata
1570,
1571,
1572,
1573,
1574,Det. por M.G. Caxambu em 08/XII/2004 como Mandevilla velutina
1575,
1576,
1577,
1578,
1579,
1580,
1581,duplicata
1582,
1583,
1584,duplicata
1585,
1586,
1587,
1588,
1589,
1590,
1591,unicata
1592,
1593,
1594,
1595,Det. por M.G. Caxambu em 11/XII/2004 como Mimosaceae
1596,
1597,Det. por J. Cordeiro em 2008 como Paepalanyhus polyanthus (Bong.) Kunth.
1598,
1599,
1600,
1601,
1602,
1603,
1604,Det. por J. Cordeiro & E. barboza como D. communis em IX/2005
1605,
1606,
1607,Det. por J.Cordeiro & E.Barbosa em V/2005 como S. laxum
1608,
1609,
1610,
1611,
1612,
1613,
1614,
1615,Det. por L.P. Deble como B. multisulcata em V/2005
1616,Det. por J. Cordeiro & E. Barboza em V/2005 como S. uliginosum
1617,Det. por J. Cordeiro & E. Barboza em V/2005 como Lessingianthus simplex
1618,
1619,
1620,
1621,duplicata
1622,Det. por J.Cordeiro & E. Barbosa em V/2005 como pertencente a Mimosaceae
1623,
1624,unicata
1625,
1626,
1627,
1628,
1629,
1630,duplicata
1631,
1632,
1633,
1634,
1635,Det. por M.G. caxambu como I. delphinioides em 12/XII/2004
1636,
1637,unicata
1638,
1639,
1640,
1641,Det. como Eugenia por J. Cordeiro & E.Barbosa
1642,Det. por J. Cordeiro & E. Barboza em V/2005 como pertencente a Asclepiadaceae
1643,Det. por M.G. caxambu em 12/XII/2004 como R. corymbosa e M.Alves  R. polyantha
1644,
1645,
1646,
1647,Det. por J. Cordeiro & E. Barboza em V/2005 como Macrosiphonia petrea
1648,
1649,duplicata
1650,
1651,
1652,Det. por J. Cordeiro & E. Barboza em V/2005 como Erigeron maximus
1653,Det. por J. Cordeiro & E. Barboza em V/2005 como pertencente a Liliaceae
1654,
1655,Det. por J. Cordeiro & E. Barboza em V/2005 como Chamaesyce caecorum
1656,
1657,
1658,
1659,
1660,
1661,
1662,
1663,Det. por J.Cordeiro & E.Barbosa em V/2005 como P. marcgravii
1664,
1665,
1666,duplicata
1667,Det. por J. Cordeiro & E. Barbosa em V/2005 como pertencente a Valerianaceae
1668,
1669,duplicata
1670,nov. comb. de Borreria
1671,duplicata
1672,
1673,
1674,
1675,Det. por J. Cordeiro & E. Barbosa em IX/2005 como Cordia monosperma
1676,
1677,
1678,
1679,
1680,
1681,
1682,
1683,Det. por M.G. Caxambu em 28/I/2005 como pertencente a Mimosaceae
1684,Det. por M.L. Fonseca em X/2003 como Sclerolobium paniculatum
1685,
1686,
1687,
1688,Det por E. Cardoso em V/2004 como Clusiaceae
1689,unicata
1690,
1691,Doação
1692,
1693,
1694,Det. por A. Vaz em XI/2004 como pertencente a Caesalpinaceae
1695,
1696,Det. por M.L.Fonseca em X/2004 como pertencente a Mimosaceae
1697,
1698,
1699,
1700,Det. por M.L. Fonseca em IV/2004 como pertencente a Caesalpinaceae
1701,
1702,
1703,
1704,
1705,
1706,unicata
1707,
1708,
1709,
1710,Det. por M.L. Fonseca em II/2004 como Myrcia cf. rostrata
1711,unicata
1712,
1713,duplicata
1714,
1715,
1716,unicata
1717,unicata
1718,
1719,
1720,
1721,
1722,
1723,
1724,unicata
1725,
1726,
1727,
1728,
1729,Det. por H.C. de Lima em VI/1999 como pertencente a Caesalpinaceae
1730,duplicata
1731,unicata
1732,
1733,
1734,
1735,
1736,unicata
1737,
1738,
1739,
1740,
1741,
1742,
1743,
1744,Det. por M.L. Fonseca como Acosmium dasycarpum em X/2003
1745,
1746,
1747,Det. por P.E. Nogueira em 1991 como G. marginata var. bahiana e em Caesalpinacea
1748,Det. por B.A.S. Pereira em IX/1996 como pertencente a Caesalpinaceae
1749,
1750,
1751,
1752,unicata
1753,
1754,
1755,
1756,
1757,
1758,
1759,
1760,
1761,
1762,Det. por M.L. Fonseca em II-2004 como Gomidesia lindeniana
1763,unicata
1764,
1765,
1766,
1767,
1768,
1769,
1770,
1771,Det. por J. Cordeiro & E.Barbosa como pertencente a Caesalpinaceae em V/2005
1772,
1773,
1774,
1775,Det. por M.G. Caxambu em 31/IV/2009 como Pithecoctenium crucigerum
1776,
1777,
1778,
1779,
1780,Det. por J.Cordeiro & F. Marinero em III/2006 como Calathea eichleri
1781,Det. por M.G. Caxambu em 30/I/2005 como Mandevilla velutina
1782,Det. por M.G. Caxambu em 09/VIII/2005 como Sinningia allagophylla
1783,
1784,
1785,
1786,
1787,
1788,
1789,Det. por J. Cordeiro & E. Barbosa em V/2005 como Pithecoctenium crucigerum
1790,
1791,Det. por M.G. Caxambu em 21/III/2005 como Canna limbata
1792,Det. por J. Cordeiro & E. Barboza em V/2005 como pertencente a Caesalpinaceae
1793,Det. por M.G. Caxambu em 21/III/2005 como C. dracaenoides
1794,Det. por J. Cordeiro & E. Barbosa em V/2005 como Arrabidaea selloi
1795,
1796,
1797,
1798,
1799,
1800,
1801,
1802,
1803,
1804,
1805,Det. por M.G. Caxambu em 06/XII/2004 como pertencente a Mimosaceae
1806,
1807,
1808,
1809,
1810,
1811,
1812,
1813,
1814,
1815,
1816,
1817,
1818,
1819,
1820,
1821,
1822,
1823,
1824,
1825,
1826,
1827,
1828,
1829,
1830,
1831,Det. por M.L. Fonseca em IX/2004 como pertencente a Mimosaceae
1832,
1833,duplicata
1834,
1835,
1836,
1837,
1838,
1839,
1840,
1841,
1842,Unicata
1843,
1844,
1845,
1846,duplicata
1847,
1848,
1849,unicata
1850,
1851,Det. por J. Cordeiro & E.D. Lozano em 2009 como Eugenia lutescens
1852,Det. por M.GL. Fonseca em X/2004 como pertencente a Mimosaceae
1853,
1854,
1855,
1856,
1857,
1858,
1859,
1860,
1861,
1862,Det. por M.L. Fonseca em X/2004 como Chrysolaena herbacea
1863,unicata
1864,
1865,Det. por M.L. Fonseca em X/2004 como B. crassa
1866,unicata
1867,
1868,
1869,
1870,
1871,
1872,
1873,unicata
1874,
1875,
1876,
1877,
1878,
1879,
1880,Det. por M.L.Fonseca em X/2004 como pertencente a Caesalpinaceae
1881,
1882,
1883,Det. por M.L. Fonseca em X/2004 como Byrsonima crassa
1884,
1885,
1886,
1887,
1888,unicata
1889,
1890,duplicata
1891,Det. por M.L. Fonseca em X/2004 como pertencente a Mimosaceae
1892,Det. por J. Cordeiro em 2008 como Paepalanthus speciosus var. glaber
1893,
1894,unicata
1895,
1896,unicata
1897,Det. por M.G. Caxambu em 17/II/2005 como pertencente a Caesalpinaceae
1898,Det. por M.G. Caxambu em 17/II/2005 como pertencente a Caesalpinaceae
1899,
1900,
1901,Det. por M.G. Caxambu em 21/III/2005 como Arrabidaea samynoides
1902,
1903,Det. por M.G. Caxambu em 21/III/2005 como Wulffia stenoglossa
1904,
1905,
1906,
1907,Det. por M.G. Caxambu em 21/III/2005 como Ruellia angustifolia
1908,Det. por J. Cordeiro & E. Barbosa em V/2005 como pertencente a Mimosaceae
1909,
1910,
1911,duplicata
1912,
1913,
1914,
1915,duplicata
1916,Det. por J. Cordeiro & E.Barbosa em V/2005 como pertencente a Saxifragaceae
1917,
1918,
1919,Det. por J. Cordeiro & E.Barbosa em 2005 como pertencente a Mimosaceae
1920,
1921,
1922,
1923,
1924,Det. por M.G. caxambu em 22/III/2005 como E. nodulosa
1925,unicata
1926,
1927,Det. por M.G. Caxambu em 22/III/2005 como Arrabidaea samynoides
1928,
1929,
1930,
1931,
1932,Det. por M.G. caxambu em 22/III/2005 como N. grandiflora
1933,
1934,
1935,
1936,
1937,
1938,
1939,
1940,
1941,
1942,Det. por H.C.L. Geraldino em 18/III/2005 como pertencente a Ulmaceae
1943,
1944,
1945,Det. por J. Cordeiro & E. Barbosa em V/2005 como pertencente a Mimosaceae
1946,
1947,unicata
1948,
1949,
1950,
1951,
1952,
1953,
1954,
1955,
1956,
1957,
1958,Det. por M.G. Caxambu em 05/IV/2005 como pertencente a Caesalpinaceae
1959,
1960,
1961,
1962,
1963,Det. por M.G. Caxambu em 05/IV/2005 como Tabebuia ochracea
1964,Det. por J. Cordeiro & E. Barboza em V/2005 como pertencente a Caesalpinaceae
1965,Revisado por M.G. Caxambu em 16/IV/2012
1966,
1967,
1968,
1969,unicata
1970,Det. por J. Cordeiro & E. Barboza V/2005 como R. exaltata
1971,Det. por J.Cordeiro & E.Barboza em V/2005 como D. pedata var. multipartita
1972,
1973,
1974,
1975,
1976,
1977,
1978,Det. por M.G. Caxambu em 07/IV/2012 como pertencente a Caesalpinaceae
1979,
1980,
1981,Det. por M.G. Caxambu em 13/III/2007 como pertencente a Caesalpinaceae
1982,
1983,
1984,
1985,Det. por J.Cordeiro & E.Barbosa em V/2005 como M.ovatifolia
1986,
1987,
1988,
1989,Det. por M.G. Caxambu em 06/IV/2005 como pertencente a Caesalpinaceae
1990,
1991,Det anterior como O. diospyrifolia por J. Cordeiro & E. Barboza em V/2005
1992,
1993,Det. por J. Cordeiro & E. Barboza em V/2005 como Hippocrateaceae
1994,
1995,
1996,
1997,
1998,
1999,
2000,unicata
2001,unicata
2002,
2003,
2004,
2005,
2006,det. por J. Cordeiro e E. barboza como E. nodulosa em V/2005
2007,Identificado por M.G. Caxambu em 19/VII/2005
2008,
2009,
2010,
2011,
2012,Det. por H.C.L. Geraldino em 17/III/2005 como pertencente a Mimosaceae
2013,
2014,Det. por J. Cordeiro & E. Barboza em V/2005 como Lessingianthus sp.
2015,
2016,
2017,
2018,
2019,
2020,
2021,
2022,
2023,
2024,Det. por M.G. Caxambu em 19/VII/2005
2025,
2026,unicata
2027,
2028,
2029,
2030,Det. por M.G. Caxambu em 04/IV/2005 como pertencente a Caesalpinaceae
2031,duplicata
2032,
2033,
2034,Det. por M.G. Caxambu em 12/IV/2005 como B. rufescens
2035,
2036,
2037,
2038,
2039,
2040,
2041,
2042,
2043,
2044,
2045,
2046,
2047,
2048,
2049,
2050,
2051,
2052,
2053,
2054,det. por J. Cordeiro & E. Barboza em 2005 como Convolvulaceae
2055,
2056,
2057,
2058,
2059,
2060,Det. por J.Cordeiro & E.Barbosa em IX/2005 como O. selloi
2061,Det. por J. Cordeiro & B. Biancolini em XI/2005 como Arrabidaea chica
2062,
2063,
2064,
2065,
2066,
2067,
2068,
2069,
2070,
2071,Det. por G.G. Hatschbach em 2004 como Hatiora rosea
2072,unicata
2073,unicata
2074,
2075,unicata
2076,unicata
2077,
2078,
2079,duplicata
2080,
2081,
2082,
2083,Det. por G. Hatschbach em 1997 como A. phyllitidis em Schizaeaceae
2084,
2085,
2086,
2087,duplicata
2088,
2089,
2090,
2091,
2092,
2093,
2094,
2095,unicata
2096,
2097,
2098,Det por A.R. Smith em 2000 como Polypodium fraxinifolium
2099,
2100,
2101,Det. por A.R. Smith como Dennstadtiaceae em 2000
2102,
2103,Det. por A.R. Smith como Dennstadtiaceae em 2000
2104,
2105,
2106,Det. por J.A. Lombardi em 2003 como Hippocrateaceae
2107,
2108,
2109,Det. por O.S.Ribas em 2004como pertencente a Mimosaceae
2110,
2111,Det. por G. Hatschbach em 2003 como pertencente a Mimosaceae
2112,duplicata
2113,unicata
2114,
2115,Det. por G. Hatschbach como Symplocos paranaensis
2116,Det. por G. Hatschbach em 1999 como pertencente a Caesalpinaceae
2117,Det. por G. Hatschbach em 1999 como pertencente a Mimosaceae
2118,
2119,duplicata
2120,unicata
2121,
2122,
2123,Sinonimia de C. zeylanicum (G.G. Hatschbach em 2002)
2124,Det. por R.M.Harley em 1998 como O. selloi
2125,
2126,
2127,
2128,
2129,Det. por O.S. Ribas como S. hatschbachii
2130,unicata
2131,
2132,
2133,duplicata
2134,
2135,unicata
2136,
2137,
2138,
2139,
2140,Det. por G. Hatschbach em 1998 como Machaerium angustifolium
2141,
2142,
2143,
2144,
2145,Det. por T.S. Nunes em 2001 como P. jilekii
2146,
2147,
2148,unicata
2149,
2150,
2151,duplicata
2152,
2153,Det. por O.S. Ribas em 2001 como pertencente a Mimosaceae
2154,
2155,Det. por G. Hatschbach em 2002 como pertencente a Asclepiadaceae e Schistogyne
2156,
2157,
2158,
2159,Det. por P. Labiak como Phyllitis brasiliensis em 2003
2160,
2161,duplicata
2162,"Det. por O.S. Ribas como pertencente a Mimosaceae, em 2004"
2163,Det. por H. Van der Werff como O. corymbosa em 2004
2164,unicata
2165,
2166,duplicata
2167,Det. por G. Hatschbach em 1996 como Polypodium hirsutissimum
2168,
2169,unicata
2170,Det. por M.Sobral em 1998 como M. sosias
2171,
2172,duplicata
2173,
2174,
2175,
2176,
2177,
2178,
2179,
2180,
2181,
2182,
2183,
2184,duplicata
2185,
2186,
2187,
2188,
2189,
2190,Det. por JG. Hatschbach em 2005 como A. lhotzkiana
2191,
2192,Det. por J. Cordeiro & E. Barboza em IX/2005 como Gloxinia sylvatica
2193,Det. por M.G. Caxambu em 19/VII/2005 como pertencente a Mimosaceae
2194,
2195,
2196,
2197,
2198,
2199,
2200,Det. por J. Cordeiro & B. Biancolini em XI/05 como Baccharidastrum triplinervium
2201,
2202,
2203,
2204,
2205,
2206,
2207,
2208,anterior// det. por M.G. Caxambu em 18/VII/2005 como Solanum palinacanthum 
2209,Det. por M.G. Caxambu em 19/VII/2005 como pertencente a Caesalpinaceae
2210,
2211,Det. popr J.Cordeiro & E.Barbosa em IX/2005 como Hoehnea scutellarioides
2212,
2213,
2214,
2215,Det. por M.G. Caxambu em 09/VI/2005 como pertencente a Ulmaceae
2216,Det. por M.G. Caxambu em 09/VI/2005 como pertencente a Asclepiadaceae
2217,
2218,
2219,
2220,
2221,
2222,
2223,
2224,
2225,Det. por M.G. Caxambu em 19/VII/2005 como pertencente a Caesalpinaceae
2226,duplicata
2227,Det. por M.G. Caxambu em 09/VI/2005 como Macfadyena unguis-cati
2228,Det. por M.G. Caxambu em 19/VII/2005 como S. meridionalis
2229,
2230,
2231,
2232,Det. por M.G. Caxambu em 18/VIII/2005 como Ruellia angustifolia
2233,
2234,
2235,
2236,
2237,
2238,unicata
2239,
2240,
2241,duplicata
2242,
2243,antes Solanum sp. por J. Cordeiro & E. Barboza em VIII/2005 (MBM)
2244,
2245,
2246,
2247,
2248,
2249,anterior// det por J. Cordeiro & F. Marinero em XII/2006 como O. lanceolata
2250,duplicata
2251,Det. por J.Cordeiro & E.Barbosa em IX/2005 B.  campestris
2252,
2253,
2254,
2255,
2256,
2257,
2258,
2259,
2260,
2261,
2262,
2263,
2264,
2265,
2266,
2267,
2268,det. em IX/2005 por J. Cordeiro & E. Barboza como R. raphanistrum L.
2269,duplicata
2270,
2271,Det. por J. Cordeiro & E. Barboza em IX/2005 como pertencente a Asclepiadaceae
2272,
2273,
2274,Det. por J. Cordeiro & E. Barbosa em IX/2005 como Alchornea iricurana
2275,
2276,
2277,Det. por M.G. Caxambu em 09/VIII/2005 como A. phyllitidis em Schizaeaceae
2278,
2279,Det. por M.G. Caxambu em 09/VIII/2005 como Phoradendron crassifolium
2280,
2281,
2282,
2283,
2284,
2285,
2286,
2287,
2288,
2289,
2290,
2291,
2292,
2293,
2294,
2295,
2296,
2297,rev. A.O.S. Vieira em 08/VI/2009
2298,
2299,
2300,Det. por M.G. caxambu como G. macrophylla em 26/VII/2005
2301,Det. por R. Goldenberg em XI/2005 como Rhynchanthera sp.
2302,
2303,Det. por M.G. Caxambu em 09/VIII/2005 como L. sibiricus
2304,
2305,duplicata
2306,
2307,
2308,
2309,
2310,
2311,
2312,
2313,
2314,
2315,Det. por J.Cordeiro & E.Barbosa como I. coccinea em IX/2005
2316,
2317,
2318,
2319,
2320,
2321,Det. por M.G. Caxambu em 18/VI/2005 como pertencente a Caesalpinaceae
2322,
2323,
2324,
2325,
2326,
2327,duplicata
2328,
2329,
2330,
2331,duplicata
2332,
2333,
2334,
2335,
2336,Det. por M.G. Caxambu em 19/VII/2005 como pertencente a Mimosaceae
2337,
2338,
2339,
2340,Det. por M.G. Caxambu em 20/VI/2005 como pertencente a Ulmaceae
2341,
2342,
2343,
2344,unicata
2345,
2346,Det. M.G. Caxambu em 19/VII/2005 como pertencente a Mimosaceae
2347,
2348,anterior// det. como S. obtusifolia por M.G. Caxambu em 19/VII/2005
