HCF,OBSERVACAO
24941,"erva epífita, semi-ciófila. Soros castanhos. Forófito: Alchornea triplinervia (Spreng.) Müll.Arg. (Euphorbiaceae)."
24942,"erva ciófila, entouceirada, ca. 0,30 m, com caule curto reptante. Soros castanhos."
24943,"erva ca. 0,80 m, ciófila, com caule curto reptante. Soros castanhos."
24944,"subarbusto ca. 0,60 m, ciófilo. Flores com cálice verde e corola alva. Frutos imaturos verdes."
24945,"arvoreta ca. 4 m, com látex, heliófita. Frutos imaturos verdes, raiados longitudinalmente de amarelo. Orla da floresta."
24946,"subarbusto escandente heliófito, armado com espinhos. Flores rosas. Ocasional. Orla de floresta."
24947,"erva heliófita, pilosa, ca. 1 m. Flores alvas."
24948,"erva heliófita, ca. 0,80 m. Folhas discolores, alvacentas na face adaxial. Capítulo creme."
24949,"arbusto heliófito, ca. 3 m. Frutos imaturos verdes. Na capoeira."
24950,"erva ca. 0,70 m, heliófita. Capítulos amarelos."
24951,"erva entouceirada, heliófita. Sementes verdes."
24952,"erva semi-ciófila, ca. 0,40 m. Flores com cálice verde e corola rosa. Em capoeira."
24953,"árvore ca. 8 m, heliófita. Flores com cálice castanho e corola alva. Em capoeira."
24954,"erva semi-ciófila, ca. 1,20 m. Sementes verdes."
24955,"erva heliófita, ca. 1 m. Sementes alvo-esverdeadas."
24956,"subarbusto escandente, heliófito. Flores com cálice verde e corola roxa. Orla da floresta."
24957,"trepadeira volúvel, heliófita. Início de frutificação e final de floração."
24958,"erva heliófita, ca. 1 m. Flores alvacentas."
24959,"erva ciófila, ripária, ca. 0,30 m. Soros variando de verdes a castanhos. Margens do Rio Tigre."
24960,"arvoreta ca. 3,5 m, heliófita, ripária. Frutos imaturos verdes."
24961,"erva ciófila, entouceirada, ca. 0,45 m. Soros castanhos nas margens das folhas. Vegetação ciliar do Rio Tigre."
24962,"árvore ca. 8 m, ripária. Botões florais de cor acastanhada. Vegetação ciliar do Rio Tigre."
24963,"arbusto ciófilo, ripário, ca. 1 m. Flores de cálice verde e corola vermelha. Vegetação ciliar do Rio Tigre."
24964,"arvoreta ca. 5 m, ripária, heliófita. Frutos imaturos verdes, pilosos."
24965,"subarbusto ca. 0,50 m, ciófilo. Inflorescências com flores alvas, diminutas. Vegetação ciliar do Rio Tigre."
24966,"arbusto ripário ca. 0,60 m. Frutos imaturos avermelhados. Vegetação ciliar do Rio Tigre."
24967,"erva ripária, ciófila, ca. 0,30 m. Capítulos roxos. Vegetação ciliar do Rio Tigre."
24968,"erva ciófila, ripária, epífita, ca. 0,10 m. Flores verdes. Vegetação ciliar do Rio Tigre."
24969,"erva ripária, ciófila, epífita. Soros castanhos nas margens. Vegetação ciliar do Rio Tigre."
24970,"erva ciófila, entouceirada, ca. 0,15 m, epífita acidental. Sementes verdes. Vegetação ciliar do Rio Tigre."
24971,"erva ripária, terrícola, ciófila, ca. 0,40 m. Capítulos alvos. Vegetação ciliar do Rio Tigre."
25005,"erva epífita, semi-ciófila. Bulbo espessado e costelado. Flores amarelas."
24972,"erva reptante, terrícola, ripária. Vegetação ciliar do Rio Tigre."
24973,"arbusto ca. 2 m, ripário, ciófilo. Flores com cálice verde e corola alva. Vegetação ciliar do Rio Tigre."
24974,"erva ca. 1 m, ripária, heliófita. Flores com cálice verde e corola amarela. Vegetação ciliar do Rio Tigre."
24975,"arbusto ca. 2 m, heliófito, ripário, armado com acúleos. Flores rosas. Frutos imaturos verdes. Vegetação ciliar do Rio Tigre."
24976,"erva heliófita, ripária, ca. 0,45 m. Sementes verdes. Vegetação ciliar do Rio Tigre."
24977,"erva heliófita, ripária, ca. 1 m. Flores com cálice verde e corola roxa. Ocasional. Vegetação ciliar do Rio Tigre."
24978,"árvore ripária, ca. 8 m, armada com acúleos. Flores amarelas. Vegetação ciliar do Rio Tigre."
24979,"erva reptante a ereta, ciófila. Flores alvas. Vegetação ciliar do rio Tigre."
24980,"erva ca. 0,45 m, semi-ciófila. Flores com cálice verde e corola alva. Frequente."
24981,"erva ca. 0,40 m, semi-ciófila. Frutos imaturos verdes."
24982,"arbusto ca. 1 m, ciófilo. Flores alvas. Frequente."
24983,"erva ciófila, ca. 0,40 m, entouceirada. Soros imaturos verdes e maduros castanhos. No subosque."
24984,"erva ciófila, entouceirada, com cerca de 0,40 m. Caule longo reptante. Soros imaturos verdes. Em barranco."
24985,"erva heliófita, reófita. Flores alvas. Associada a banco de Poaceae em rochas basálticas nos saltos das Cataratas, de ocorrência concentrada e rara."
24986,"erva heliófita, reófita. Flores rosas. Associada a banco de Poaceae em rochas basálticas nos saltos das Cataratas."
24987,"erva ca. 0,80 m, semi-ciófila. Sementes verdes."
24988,"árvore ca. 12 m, heliófita. Frutos imaturos variando do verde ao alaranjado."
24989,"erva heliófita, ereta a prostrada. Flores alvas diminutas. Pelos amarelados próximo ao ápice dos ramos. Frequente na área entre rochas."
24990,subarbusto heliófito ca. 1 m. Flores com cálice verde e corola amarela.
24991,"erva ca. 0,40 m, heliófita. Capítulos lilases."
24992,"erva heliófita, psamófila, ca. 0,10 m. Formando agrupamentos em campo de futebol abandonado."
24993,"arbusto heliófito, ca. 2 m, piloso. Flores com cálice verde-acinzentado e corola roxa."
24999,"erva ca. 0,50 m, palustre, heliófita, pilosa. Flores roxas. Frequente."
25000,"erva heliófita, ereta, palustre, ca. 1,80 m. Sementes maduras castanhas."
25001,"erva epífita, semi-ciófila. Espigas verdes."
25002,"erva ciófila, palustre, ereta. Flores alvo-rosadas. Interior da floresta."
25003,"erva escandente, semi-ciófila. Flores com cálice verde e corola roxa. Botões florais verde-arroxeados."
25004,arbusto semi-ciófilo. Flores e botões florais alvos.
25006,"Árvore ca. 15 m de altura. Flor branca. Fruto castanho claro (não coletado). Floresta Estacional decidual com Anadenanthera colubrina, Parapiptadenia rigida e algumas espécies de Chaco; solo argiloso; Relevo convexo. Frequente."
25007,"arbusto 1 -1,3 m de altura. Flor com pétalas brancas. Fruto ausente. Solo arenoso. Relevo quase plano, topo de ondulado. esparsa."
25008,"arbusto a arvoreta, 2,5-5 m de altura. Flor branca. Fruto ausente. Campo alagável. Solo areno-siltoso. relevo quase plano. Abundante."
25009,"erva anfíbia. Escapo floral cerca de 90 cm de altura. Flor ausente. Borda de Canyon. Campo úmido de Vereda, sem buriti."
25010,"erva. Planície de inundação, campo úmido antropizado."
25011,"erva anfíbia, 40 a 50 cm de altura. Flor creme. Borda de Canyon. Campo úmido de Vereda, sem buriti."
25012,"subarbusto 70 cm altura. Flor rosada. Planície de inundação, campo úmido antropizado."
25013,"árvore 10 m de altura. Flor verde clara. Fruto ausente. Folhas nitidas, discolores. Flor com centro amarelo-claro. Floresta ciliar/cerradão de vereda com Mauritia flexuosa. Solo arenoso úmido. Relevo vale de declive suave a suave ondulado. Esparsa."
25014,"fruto marrom. Borda de Canyon, campo úmido de Vereda, sem buriti."
25015,"arbóreo de aproximadamente 2 metros, inflorescência com flores pequenas de pétalas brancas, coletada na borda da trilha."
25016,árvore com fruto.
25017,flores brancas.
25018,Flores brancas.
25019,arbusto sob o sol. Flores roxas.
25020,Flores brancas.
25021,Arbusto. Flores brancas.
25022,"árvore, ca. 4 m alt."
25023,"hepática talosa, verde-clara. Em afloramento basáltico."
25024,"musgo verde-escuro, heliófito, rupícola. Em afloramento basáltico."
25025,"musgo verde-azulado. rupícola, em afloramento rochoso de basalto. Heliófito."
25027," "
25028,Arbusto. Flores rosas.
25029,epífita sob sombra. Flores amarelas.
25030,"arbusto 1 m alt., frequente na orla de estrada em região de Floresta Ombrófila Densa Montana. Duas bracteolas por flor, avermelhadas; hipanto verde; com tricomas esparsos, de base alargada; pétalas púrpuras; estames com filetes róseos, anteras lilases ou róseas."
25031,"arbusto 40 cm-1 m alt., coletado às margens do Lago, em local úmido e com elevada exposição solar. Flores tetrâmeras com pétalas roxas, e anteras de ambos os ciclos amarelas."
25032,Flores amarelo claro.
25033,"arbusto, ca. de 80 cm, flores alvas. Campos de altitude."
25034," "
25035," "
25036," "
25037,"erva semi-ciófila, rupícola, ripária. Flores alvas com estames amarelos. Frutos maduros verdes, alados. Vegetação ciliar do Rio Iguaçu."
25038,"Subarbusto rupícola, semi-ciófilo, escandente. Flores rosas."
25039," "
25040," "
25041," "
25042,Flores fechadas.
25043,"Flor unissexuada. Folhas alternas, palmatinervias, com tricomas e margem serreada. Árvore de aproximadamente 6 m."
25044," "
25045,presença de glândulas nas lâminas.
25046,flores rosadas.
25047,"erva semi-ciófila, rupícola. Inflorescências alvas. Vegetação ciliar do Rio Iguaçu."
25048,"erva rupícola, ca. 0,30 m, heliófita, ripária. Flores alvas. vegetação ciliar do Rio Iguaçu."
25049,"erva ca. 0,80 m, heliófita, com látex alvo. Flores com cálice vermelho e corola amarela."
25050,"erva rupícola, ereta, heliófita. Flores com cálice verde e corola amarela."
25051,"erva ca. 0,80 m, rupícola, heliófita. Flores amarelas."
25053,"erva rupícola, ripária, heliófita. Flores roxas."
25054,"erva rupícola, heliófita, ripária. Flores verde-clarasd com estames amarelos. Frutos imaturos verdes."
25055,"erva rupícola, ripária, heliófita. Flores alvas. Vegetação ciliar do Rio Iguaçu."
25056,"subarbusto, rupícola, heliófito. Flores com cálice verde e corola roxa. Vegetação ciliar do Rio Iguaçu."
25057,"erva ca. 1,5 m, rupícola, riparia, heliófita. Inflorescências roxas, com as antigas amarronzadas. Vegetação ciliar do Rio Iguaçu."
25058,"erva rupícola, ripária, heliófita. Flores alvas."
25059,"trepadeira com gavinhas, semi-ciófila, rupícola, ripária. Flores com cálice verde e corola amarela, diminutas. Frutos imaturos verdes."
25060,"erva riparia, semi-ciófila, rupícola. Capítulos roxos."
25061,"subarbusto ca. 0,40 m, semi-ciófilo, rupícola, ripário. Flores alvas."
25062,"trepadeira com gavinhas, rupícola, heliófita. Botões florais verde-claros. Flores alvas."
25063,"erva semi-ciófila, rupícola, ripária. Espigas verdes. Vegetação ciliar do Rio Iguaçu."
25064,"subarbusto semi-ciófilo, rupícola. Flores com cálice castanho e corola amarela. Vegetação ciliar do Rio Iguaçu."
25065,"trepadeira volúvel, heliófita, rupícola. Flores roxas. Vegetação ciliar do Rio Iguaçu."
25066,"subarbusto heliófito, rupícola, riário, armado com acúleos. Flores alvas."
25067,"trepadeira volúvel, semi-ciófila. Flores alvas."
25068,"erva heliófita, rupícola, ripária. Soros marrons."
25069,"erva ripária, rupícola, heliófita. Soros negros. Vegetação ciliar do Rio Iguaçu."
25070,"erva heliófita, rupícola, ripária. Soros negros. Vegetação ciliar do Rio Iguaçu."
25071,"trepadeira volúvel, heliófita, rupícola. Botões florais esverdeados. Vegetação ciliar do Rio Iguaçu."
25072,"trepadeira com gavinhas, heliófita, ripária. Frutos maduros amarronzados. Vegetação ciliar do Rio Iguaçu."
25073,"erva heliófita, rupícola, entouceirada. Sementes verdes."
25074,"erva heliófita, rupícola. Sementes maduras marrons. Vegetação ciliar do Rio Iguaçu."
25075,"erva heliófita, rupícola, ripária. Flores roxas. Vegetação ciliar do Rio Iguaçu."
25076,"subarbusto escandente, heliófito, ca. 3,5 m. Frutos alados vermelhos. Em borda de banhado."
25077,"subarbusto heliófito, palustre. Flores com cálice verde e corola amarela. Botões florais verdes."
25078,arvoreta heliófita. Frutos imaturos verdes e maduros alaranjados.
25079,"erva heliófita, palustre, pilosa. Flores alvas."
25080,"subarbusto heliófito, palustre, ca. 0,80 m. Flores roxas."
25081,"árvore ca. 3,5 m, heliófita, armada com acúleos. Frutos imaturos verdes. Orla de floresta."
25082,"subarbusto heliófito, armado com espinhos. Flores alvas. Frutos imaturos verdes, com máculas alvas."
25083,"subarbusto heliófito, armado com espinhos. Capítulos roxos. Sementes aladas alvas."
25084,"árvore ca. 6 m, heliófita. Flores amarelas. Orla de floresta."
25085,"arbusto ca. 1,70 m, heliófito. Frutos alvos. Campo aberto."
25086,"erva rupícola, semi-ciófila, ca. 0,30 m. Flores roxas."
25087,"árvore ca. 8 m, heliófita. Frutos imaturos verdes."
25088,"arvoreta ca. 2 m, heliófita. Próxima à lagoa."
25089,"erva ca. 0,60 m, ereta, heliófita. Flores vermelhas com estames amarelos."
25090,"erva ca. 0,25 m, ereta. Flores roxas."
25091,"erva ca. 1,70 m semi-ciófila, ereta, pilosa. Sementes verdes."
25092,"erva ca. 0,60 m, ereta, heliófita. Flores e botões florais rosas. Frutos amarelos (maduros) e imaturos verdes."
25093,"erva semi-ciófila, entouceirada. Sementes verdes."
25095,"folha oposta, composta e trifoliolada. Cheiro de limão nas folhas."
25096," "
25097,"arbusto de aproximadamente 1 metro, com flores brancas e frutos vermelhos."
25098,"árvore, ca. 15 m alt. Floresta Estacional Semidecidual."
25099,"arbórea de aproximadamente 3 metros, inflorescência com flores grandes de pétala branca e estames longos. Borda da trilha."
25100,arbusto ca. 2 m alt.
25101,"trepadeira. Frequente. Flor amarela. fruto verde com manchas claras. Floresta ripária inundável com Erythrina fusca, Triplaris americana. Solo aluvial hidromórfico areno-argiloso. Utilizada como isca para pacu."
25102,árvore com fruto.
25103,indivíduo parcialmente subterraneo. Flores com pétalas vermelhas e estames brancos.
25104,"herbácea, em meio à vegetação rasteira."
25105,"arvoreta, ca. 2,5 m alt. Bosque de preservação permanente."
25106,erva epífita. Flores esverdeadas com labelo róseo-alvacento.
25107,"arbusto, 1,5 m de altura. No cume do morro."
25108," "
25109," "
25112," "
25113,"erva epífita, em galho podre, caído ao solo. Planta levada a cultivo até a floração. Uma flor produzida por folha. Flores com sépalas verde-amareladas com cinco linhas longitudinais violácea, internamente maculados com roxo. Pétalas esverdeadas maculadas de roxo."
25114,erva sob sol. Carpelos produzem uma ala. Flores laranjas e amarelas.
25115,erva. Flores branco-amareladas.
25116,flor com corola imbricada
25117,flor com inflorescências enterradas. Estípula e estipéolo no folíolo. Possui adaptação ao fogo. Planta perene.
25118,"flor dióica, com hipanto alargado e estames. Fibra no floema."
25119,flor com pétala rosada. Fruto tipo seco. Planta arbustiva.
25120,árvore na borda do Canyon do Engano.
25121,"subarbusto 0,60-1,0 m de altura. Flor esverdeado-amarelado. Fruto laranja. Pastagem cultivada com regeneração de Cerradão."
25122,"erva anfíbia, 20 a 30 cm de altura. Flor amarela. Fruto avermelhado. Ovário ínfero, aerênquima na base da planta que estava em contato com a água."
25123,"arbusto, 2 a 2,5 m de altura. Flor rosada. Fruto verde, imaturo. Estípulas interpeciolares. Brejo temporário entre matas ciliares."
25124,"erva escandente, 4 m de altura. bainha fechada com lígula. Brejo temporário entre matas ciliares."
25125,"aubarbusto 1,00-1,70 m de altura. Flor creme. Folhas acinzentadas com hipófilo prateado. Clareira em floresta decidual. Solo argiloso vermelho escuro eutrófico. Abundante."
25126,árvore. 4 m de altura. Flor alaranjada. fruto ausente. coletada em II/2016.
25127,árvore. Na borda do Canyon do Engano.
25128,subarbusto terrestre com flores de cor roxa.
25129,"flores terminais pêndulas e campanuladas. Botões florais desenvolvendo-se na superfície dos ramos. Areolas floríferas glabras. Epífitas pendentes, ramos cilíndricos e delicados, verdes pálidos com pontuações pináceas."
25130,trepadeira em arbusto de ca. 2 m. Pétalas brancas e arroxeadas.
25131,flor com inflorescência escorpioide.
25132,"flor com asa, quilha e estandarte. Folhas simples, unifoliolada."
25133,flor assimétrica. Folhas opostas com glândulas na base da folha.
25134," "
25135,árvore. Flores amarelas.
25136,"arvoreta, ca. 3 m alt. Pétalas brancas."
25137,arbusto 4 m de altura. Flor ausente. Fruto imaturo verde. Savana estépica (Chaco). Solo siltoso-argiloso. Ocasional.
25138,árvore. Na borda do Canyon do Engano.
25139,árvore. Na borda do Canyon do Engano.
25140,árvore. Na borda do Canyon do Engano.
25141,"árvore pioneira. Inflorescência na base do caule, folhas opostas com glândulas na lâmina, Fruto carnoso."
25142,árvore. Floresta Estacional semidecidual em ambiente de várzea.
25143,"árvore. Flor branca. Floresta Estacional Semidecidual, em ambiente de várzea."
25144,árvore. Na borda do Canyon do Engano.
25145,"árvore de 10 m de altura. Flor amarelada. Fruto verde, imaturo. Apresenta galhas com formigas nos ramos. Remanescente de Chaco florestado. Solo argiloso vértico. Abundante."
25146,trepadeira. Flor branca. Fruto alaranjado. Transição campo úmido antropizado e mata paludosa.
25147,trepadeira. Trilha na borda da Floresta Estacional Semidecidual.
25148,"subarbusto subereto, 0,7-1,5 m de altura. Frequente. Flor rosa. Vegetação secundária de floresta, com dominância de Attalea phalerata. Solo argiloso."
25149,árvore na borda do Canyon do Engano.
25150,árvore. Na borda do Canyon do Engano.
25151,árvore 3-6 m de altura. Esparsa. Flor branca. Fruto castanho claro. Vegetação ripária inundável. Solo aluvial argiloso.
25152,árvore 3-6 m de altura. Esparsa. Flor amarelada. Fruto castanho escuro. Vegetação ripária inundável. Solo aluvial argiloso.
25153,arbusto 2-3 m de altura. Flor esverdeada. Fruto castanho. Borda de floresta ripária inundável. Solo aluvial arenoso com horizonte B argiloso. Relevo plano convexo (dique marginal). Frequente.
25154,"trepadeira, flor amarela. Fruto imaturo verde. Pantanal, sub-região de Miranda. Floresta Estacional Decidual com Ceiba, Anadenanthera, Aspidosperma, Tabebuia, Myracodendron, Cereus. Solo litólico (rocha calcária dolomítica quartzitica). Relevo encosta íngrime. Frequente. Junto ao Rio Miranda."
25155,"subarbusto de 1-2 m de altura. Flor amarela. Fruto castanho avermelhado. Campo inundável (vazante) com Paspalum virgatum; Solo argiloso vértico. relevo plano deprimido com ""tacurus"" de 35 cm de altura. Abundante."
25156,árvore. Na borda do Canyon do Desengano.
25157,trepadeira. Trilha na borda da Floresta Estacional Semidecidual.
25158,"subarbusto, semi-escandente 3 m alt.; flor esverdeada amarela. Floresta ripária. Calha de córrego em encosta."
25159,arbusto densifólio. Esparso 2 m de altura. Flor creme-amarelada. Fruto branco. Com ápice vináceo e enegrecido. Bordo de mata de galeria em área de cerrado. Solo hidromórfico. Relevo fundo do vale.
25160,"arbusto aquático anfíbio, 1,2-1,5 m alt.. Borda de galeria, transição para Vereda. Solo argilo, hidromórfico com matéria orgânica."
25161,"arbusto. Inflorescências amarelas, com flores aromáticas. Solo arenoso."
25162,herbácea. Flor amarela.
25163,subarbusto. Flor azulada. Terrestre. em área seca.
25164,"herbácea, palustre."
25165,"erva, o,50 m de altura. Capítulos amarelos vistosos. Terrestre. em área aberta e também no interior, de formação arbustiva, em solo seco."
25166,arbusto 1-2 m de altura. Flores amarelas. Terrestre. Em local úmido.
25167,"erva cespitosa. 0,20-0,30 m de altura. Próximo à subestação NOB Aero Rural."
25168,erva. Margem de cerradão.
25169,árvore. Na borda do Canyon do Engano.
25170,"árvore 15 m de altura, 1 m de diâmetro. Flor amarelado-clara. Fruto ausente. Florestal. Remanescente de cerradão/ Floresta Estacional Semidecidual. Solo arenoso-siltoso. Relevo vale (várzea). Ocasional."
25171,trepadeira. Trilha na borda da Floresta Estacional Semidecidual.
25172,erva. Margem da rodovia.
25173,erva abundante em margem de rodovia.
25174,"erva. Planície de inundação, campo úmido antropizado."
25175,trepadeira. Trilha na borda da Floresta Estacional Semidecidual.
25176,liana. Sementes com arilóide vermelho. Nervura da folha partem da nervura principal até a borda. Transição campo úmido antropizado e mata paludosa.
25177,liana. flor vermelha. Fruto verde. Inflorescência pleocásio. Transição campo úmido antropizado e mata paludosa.
25178,"erva ca. 0,30 m, semi-ciófila, ereta. Botões florais verdes. Flores com cálice verde e corola alva."
25179,"erva ca. 0,35 m, semi-ciófila. Frutos amarelos."
25180,"arvoreta ca. 2,5 m, semi-ciófila. Frutos em espigas, verdes."
25181,"árvore ca. 6 m, heliófita. Botões florais verdes. Flores amarelo-esverdeadas."
25182,"trepadeira volúvel, heliófita. Frutos alados, imaturos verdes."
25183,"erva ca. 0,30 m, semi-ciófila, ereta. Flores rosa-claras."
25184,"trepadeira volúvel, heliófita. Botões florais verdes e flores roxas."
25185,"trepadeira com gavinhas, heliófita. Frutos imaturos verdes."
25186,"erva semi-ciófila, ripária, prostrada. Flores alvas, diminutas. Rio 4."
25187,"erva ereta, semi-ciófila ca. 1,60 m, ripária. Soros castanhos maduros nas margens dos folíolos."
25188,"arvoreta ca. 1,80 m, semi-ciófila. Botões florais amarelo-claros. Margens do rio."
25189,"subarbusto ca. 1 m, ripário, semi-ciófilo. Soros maduros castanhos ao longo da nervura do folíolo."
25190,"erva epífita, semi-ciófila, ripária. Soros castanhos."
25191,"erva semi-ciófila, ca. 1,70 m, ripária. Flores laranjas/avermelhados. Fruto imaturo verde. Final de floração e início de frutificação."
25192,"erva semi-ciófila, prostrada. Flores diminutas, alvas."
25193,"erva semi-ciófila, ca. 0,50 m, ereta. Flores roxas."
25194,"trepadeira volúvel, heliófita. Flores alaranjadas com ápice amarelo."
25195,"erva prostrada, semi-ciófila. Flores alvas."
25196,"erva ereta, semi-ciófila. Capítulos roxos."
25197,"subarbusto 1 m, ciófilo. Soros castanhos."
25198,"erva ca. 1 m, ciófila. Soros maduros de cor castanha."
25199,"erva epífita, heliófita. Soros maduros castanhos."
25200,"trepadeira com gavinhas, heliófita. Frutos imaturos verdes."
25201,"erva semi-ciófila, com hastes pilosas. Sementes verdes."
25202,"arvoreta heliófita ca. 3 m. Frutos imaturos do tipo vagem, verdes."
25203,"arbusto ca. 2,5 m, semi-ciófilo. Botões florais alvos."
25204,"erva epífita, semi-ciófila. Espigas esverdeadas. Em árvore morta."
25205,"erva reófila, heliófita, ca. 0,20 m. Flores de pétalas roxas e tubo verde com listras longitudinais roxas."
25206,"erva ca. 0,40 m, reófila. Flores com cálice verde e corola amarela."
25207,"erva ca. 0,30 m, reófila, heliófita. Botões florais verdes e flores diminutas alvas."
25208,"erva reófila, heliófita, ca. 0,50 m. Botões florais verdes e flores alvas."
25209,"erva reófila, heliófita. Sementes castanhas."
25210,"erva rupícola, heliófita, ca. 1,5 m. Capítulos roxos. Em ilha no meio do Rio Azul."
25211,"erva rupícola, heliófita, prostrada. Flores esverdeadas."
25212,"erva reófila, heliófita. Flores roxas com estames amarelos."
25213,"erva semi-ciófila, ca. 0,30 m, rupícola. Botões florais alvos e flores alvas com estames amarelos. Frutos imaturos verdes, alados. Nas margens do Rio Azul."
25214,"erva semi-ciófila, terrícola, ripária. Flores roxas diminutas. Nas margens do Rio Azul."
25215,"erva prostrada a ereta, semi-ciófila, ripária. Flores verdes. Margens do Rio Azul."
25216,"planta ripária, heliófita. Em rochas no leito do Rio Azul."
25217,"erva ca. 0,40 m, heliófita. Flores alvas."
25218,"erva ca. 0,05 m, heliófita, prostrada. Flores alvas."
25219,"erva ca. 0,30 m, prostrada a ereta, heliófita, pilosa. Capítulos amarelos com pétalas alvas."
25220,"arbusto ca. 2 m, heliófito, ripário. Flores alvas, odoríferas. Vegetação ciliar do Rio Iguaçu."
25221,"árvore ca. 6 m, ripária, heliófita. Frutos imaturos verdes. Com acúleos ao longo do tronco. Vegetação ciliar do Rio Iguaçu."
25222,"erva palustre, heliófita, ca. 0,40 m. Flores amarelas."
25223,"erva heliófita, pilosa, ca. 0,40 m. Flores arroxeadas. Botões florais verdes."
25224,"trepadeira volúvel, heliófita. Flores verde-amareladas."
25225,"erva ca. 1 m, ciófila. Sementes verdes. Margem da trilha."
25226,"arbusto palustre, ca. 1 m, heliófito. Frutos imaturos verde-amarelados."
25227,"erva heliófita, ca. 2 m, palustre. Capítulos alvos."
25228,"erva heliófita, palustre, ca. 0,30 m. Sementes esverdeadas."
25229,"erva heliófita, palustre. Sementes verdes."
25230,"subarbusto escandente, heliófito, armado com acúleos, palustre. Frutos imaturos avermelhados. Urticante ao toque."
25231,"subarbusto heliófito, palustre, ca. 1 m. Flores com cálice verde e corola roxa. Estames amarelos. Frequente."
25232,"arvoreta ca. 2,5 m, heliófita, palustre. Frutos imatauros variando do amarelo ao vermelho e os maduros negros."
25233,"erva palustre, heliófita, entouceirada. Pinas férteis distintas das inférteis."
25234,"erva heliófita, ripária, ca. 1 m. Cálice verde e corola azul."
25235,"erva ripária, heliófita, ca. 1 m. Capítulos lilases."
25236,"erva ca. 0,50 m, ripária, heliófita, com pêlos nas folhas. Flores com cálice verde e corola roxa, com estames amarelos."
25237,"arbusto heliófito, palustre, ca. 1,10 m. Flores com cálice verde e corola amarela."
25238,"erva ripária, epífita. Soros castanhos."
25239,"erva cespitosa, ca. 1,60 m, heliófita. Soros maduros castanhos junto à nervura central."
25240,"erva heliófita, palustre. Frutos imaturos verdes e maduros marrons, alados. Caule avermelhado."
25241,"subarbusto ripário, heliófito. Flores com cálice verde e corola alva."
25242,"erva ca. 1 m, ripária, heliófita. Frutos pretos, redondos."
25243,"trepadeira volúvel, riparia, ciófila. Frutos imaturos verdes. Flores arroxeadas."
25244,"arbusto heliófito, ripário. Flores vermelhas."
25245,"subarbusto semi-ciófilo, ripário. Frutos imaturos verdes e maduros negros."
25246,"arvoreta ca. 4 m, heliófita. Frutos roxos."
25247,"arbusto ca. 1,80 m, ripário, heliófito. Soros maduros castanhos."
25248,"arvoreta ca. 2,5 m, palustre, heliófita. Flores amarelas. Botões florais verdes."
25249,"arbusto semi-ciófilo, ca. 1,40 m, armado com acúleo. Frutos imaturos verdes e maduros alaranjados."
25250,"erva ca. 1,20 m, palustre, heliófita. Soros imaturos pretos e maduros marrons."
25251,"subarbusto ca. 1,60 m, heliófito, rupícola, ripária. Flores roxas com fauce amarela."
25252,"arvoreta ca. 3 m, rupícola, heliófita. Flores roxas. Vagem verde."
25253,"subarbusto heliófito, escandente. Flores amarelas."
25254,"erva heliófita, ereta. Flores alvas."
25255,"trepadeira com gavinhas, heliófita. Flores roxas. Área aberta úmida, na lagoa seca."
25256,"trepadeira com gavinhas, semi-ciófila. Frutos imaturos verdes."
25257,"trepadeira com gavinhas, heliófita. Frutos alados verdes. Flores alvas. Botões florais avermelhados."
25258,"subarbusto ca. 1 m, semi-ciófilo, armado com acúleos. Flores com cálice verde e corola alva. Frutos imaturos verdes."
25259,"erva epífita, semi-ciófila. Soros castanhos."
25260,"erva semi-ciófila, rupícola, ripária. Flores diminutas verdes."
25261,"erva rupícola, ripária. Esporos verdes em espigas. Córrego da represa."
25262,"erva semi-ciófila, rupícola, ripária. Frutos em espigas alvas."
25263,erva semi-ciófila. Flores com cálice verde e corola amarela.
25264,"erva ca. 0,40 m, heliófita, ereta. Flores amarelas."
25265,"erva epífita, heliófita com frutos. Forófito: Ligustrum lucidum W.T. Aiton (Oleaceae)."
25266,"erva epífita, heliófita. Soros castanhos arredondados. Forófito: Ligustrum lucidum W.T. Aiton (Oleaceae)."
25267,"erva epífita, heliófita. Forófito: Ligustrum lucidum W.T. Aiton (Oleaceae)."
25268,"erva epífita, heliófita, pilosa. Forófito: Ligustrum lucidum W.T. Aiton (Oleaceae)."
25269,"hemiparasita, heliófita. Forófito: Handroanthus heptaphyllus (Vell.) Mattos (Bignoniaceae)."
25270,erva epífita. Forófito: Handroanthus heptaphyllus (Vell.) Mattos (Bignoniaceae).
25271,"arbusto heliófito, palustre. Frutos imaturos verdes."
25272,"erva epífita, semi-ciófila. Forófito: Ligustrum lucidum W.T. Aiton (Oleaceae)."
25273,hemiparasita heliófita. Forófito: Handroanthus heptaphyllus (Vell.) Mattos (Bignoniaceae).
25274,"erva heliófita, epífita. Forófito: Ligustrum lucidum W.T. Aiton (Oleaceae)."
25275,"erva epífita, heliófita. Frutos rosas."
25276,"erva epífita, heliófita. Forófito: Handroanthus heptaphyllus (Vell.) Mattos (Bignoniaceae)."
33131,subarbusto. Flores amarelas. Em campo seco.
33136,"arvoreta, 3 metros de altura. DAP=8 cm. Flores alvacentas. Beira de mata ciliar."
33150,árvore com 5 metros de altura. Flor creme. Floresta Estacional Semidecidual.
25278,"erva heliófita, ca. 0,10 m. Capítulos verdes. Borda de estrada."
25279,"erva ca. 0,30 m, ereta a prostrada, heliófita. Sementes verdes. Frequente."
